Name	LATITUDE_S	LONGITUDE_	Length	AV_RGH_IRI	ALLVEHS_AA	TRUCKS_AAD	Name_2	LATITUDE_S_2	LONGITUDE__2	Length_2	AV_RGH_IRI_2	ALLVEHS_AA_2	TRUCKS_AAD_2	closestWindex	rainfall	Above_30_days	Above_37_5_days	dayspassed	ALLVEHS_AA_avg	TRUCKS_AAD_avg	IRI_increase
5307_F_1200_1300_43832_01-06-2019_1	-37.911085	145.140993	100	3.8	17904	1511	5307_F_1200_1300_18-01-2022_1	-37.911004	145.14099	100	4.22	17904	1511	86088	2229	61	11	962	17904	1511	0.42
5307_F_17230_17330_43832_01-06-2019_1	-37.771359	145.165123	100	3.9	12428.6436781609	725.057471264368	5307_F_17230_17330_03-02-2022_1	-37.771435	145.165089	100	4.08	12428.6436781609	725.057471264368	86362	903.7	71	11	978	12428.6436781609	725.057471264368	0.18
5307_F_11700_11800_43832_01-06-2019_1	-37.81895	145.153911	100	2.3	9159	237	5307_F_11700_11800_18-01-2022_1	-37.818872	145.153904	100	2.77	9159	237	86074	1863.2	61	11	962	9159	237	0.47
5307_F_17030_17130_43832_01-06-2019_1	-37.773142	145.164796	100	2	12428.6436781609	725.057471264368	5307_F_17030_17130_03-02-2022_1	-37.773216	145.164765	100	2.18	12428.6436781609	725.057471264368	86362	903.7	71	11	978	12428.6436781609	725.057471264368	0.18
5307_F_13230_13330_43832_01-06-2019_1	-37.807039	145.158474	100	4.1	10640	431	5307_F_13230_13330_03-02-2022_1	-37.807059	145.158461	100	4.4	10640	431	86074	1871	71	11	978	10640	431	0.300000000000001
5307_F_5000_5100_43832_01-06-2019_1	-37.877265	145.147373	100	6.1	13960	815	5307_F_5000_5100_18-01-2022_1	-37.877167	145.147379	100	7.21	13960	815	86297	2196.3	61	11	962	13960	815	1.11
5307_F_5100_5200_43832_01-06-2019_1	-37.876376	145.147554	100	3.7	13960	815	5307_F_5100_5200_18-01-2022_1	-37.876271	145.147567	100	4.17	13960	815	86297	2196.3	61	11	962	13960	815	0.47
5307_F_9300_9400_43832_01-06-2019_1	-37.839233	145.155576	100	1.9	9113	236	5307_F_9300_9400_18-01-2022_1	-37.839143	145.155573	100	2.02	9113	236	86074	1863.2	61	11	962	9113	236	0.12
5307_F_7100_7200_43832_01-06-2019_1	-37.858539	145.150854	100	3.4	11560	674	5307_F_7100_7200_18-01-2022_1	-37.858448	145.150847	100	3.63	11560	674	86297	2196.3	61	11	962	11560	674	0.23
5307_F_11200_11300_43832_01-06-2019_1	-37.822972	145.15242	100	2.3	9159	237	5307_F_11200_11300_18-01-2022_1	-37.822911	145.152412	100	2.71	9159	237	86074	1863.2	61	11	962	9159	237	0.41
5307_F_13930_14030_43832_01-06-2019_1	-37.800786	145.159662	100	2	10998	401	5307_F_13930_14030_03-02-2022_1	-37.800832	145.159644	100	2.15	10998	401	86074	1871	71	11	978	10998	401	0.15
5307_F_3000_3100_43832_01-06-2019_1	-37.895055	145.143933	100	2.2	15497	1224	5307_F_3000_3100_18-01-2022_1	-37.894963	145.143933	100	2.6	15497	1224	86297	2196.3	61	11	962	15497	1224	0.4
5307_F_10900_11000_43832_01-06-2019_1	-37.82565	145.152421	100	2.6	9159	237	5307_F_10900_11000_18-01-2022_1	-37.825589	145.152405	100	2.61	9159	237	86074	1863.2	61	11	962	9159	237	0.00999999999999979
5307_F_17330_17430_43832_01-06-2019_1	-37.770466	145.165284	100	3	12428.6436781609	725.057471264368	5307_F_17330_17430_03-02-2022_1	-37.770542	145.165247	100	3.1	12428.6436781609	725.057471264368	86362	903.7	71	11	978	12428.6436781609	725.057471264368	0.1
5307_F_1900_2000_43832_01-06-2019_1	-37.904864	145.142205	100	2.1	17904	1511	5307_F_1900_2000_18-01-2022_1	-37.904779	145.142204	100	2.27	17904	1511	86297	2196.3	61	11	962	17904	1511	0.17
5307_F_4200_4300_43832_01-06-2019_1	-37.88436	145.146054	100	2.9	13960	815	5307_F_4200_4300_18-01-2022_1	-37.884282	145.146051	100	3.03	13960	815	86297	2196.3	61	11	962	13960	815	0.13
5307_F_4900_5000_43832_01-06-2019_1	-37.878157	145.147223	100	3.1	13960	815	5307_F_4900_5000_18-01-2022_1	-37.878061	145.147229	100	3.3	13960	815	86297	2196.3	61	11	962	13960	815	0.2
5307_F_10700_10800_43832_01-06-2019_1	-37.827435	145.152742	100	3.3	9159	237	5307_F_10700_10800_18-01-2022_1	-37.827373	145.152709	100	3.68	9159	237	86074	1863.2	61	11	962	9159	237	0.38
5307_F_3400_3500_43832_01-06-2019_1	-37.891488	145.144624	100	2.4	17343	1370	5307_F_3400_3500_18-01-2022_1	-37.891397	145.144622	100	2.59	17343	1370	86297	2196.3	61	11	962	17343	1370	0.19
5307_F_12930_13030_43832_01-06-2019_1	-37.809713	145.157949	100	2.1	10640	431	5307_F_12930_13030_03-02-2022_1	-37.809729	145.157936	100	2.3	10640	431	86074	1871	71	11	978	10640	431	0.2
5307_F_100_200_43832_01-06-2019_1	-37.920883	145.139181	100	2.2	10767	966	5307_F_100_200_18-01-2022_1	-37.920806	145.139184	100	2.74	10767	966	86088	2229	61	11	962	10767	966	0.54
5307_F_16230_16330_43832_01-06-2019_1	-37.780289	145.163485	100	2.4	9890	577	5307_F_16230_16330_03-02-2022_1	-37.780354	145.163457	100	2.5	9890	577	86362	903.7	71	11	978	9890	577	0.1
5307_F_2300_2400_43832_01-06-2019_1	-37.901293	145.14281	100	2.9	13651	1078	5307_F_2300_2400_18-01-2022_1	-37.901208	145.142814	100	3.38	13651	1078	86297	2196.3	61	11	962	13651	1078	0.48
5307_F_7300_7400_43832_01-06-2019_1	-37.856756	145.151155	100	3.3	11560	674	5307_F_7300_7400_18-01-2022_1	-37.856662	145.151151	100	3.31	11560	674	86297	2196.3	61	11	962	11560	674	0.0100000000000002
5307_F_12430_12530_43832_01-06-2019_1	-37.814162	145.157009	100	2.1	7958	322	5307_F_12430_12530_03-02-2022_1	-37.814172	145.156982	100	2.3	7958	322	86074	1871	71	11	978	7958	322	0.2
5307_F_11400_11500_43832_01-06-2019_1	-37.821186	145.152739	100	6.5	9159	237	5307_F_11400_11500_18-01-2022_1	-37.82113	145.152738	100	7.6	9159	237	86074	1863.2	61	11	962	9159	237	1.1
5307_F_9200_9300_43832_01-06-2019_1	-37.840128	145.155423	100	1.4	9113	236	5307_F_9200_9300_18-01-2022_1	-37.840036	145.155426	100	1.54	9113	236	86074	1863.2	61	11	962	9113	236	0.14
5307_F_13630_13730_43832_01-06-2019_1	-37.80347	145.159177	100	3.7	10640	431	5307_F_13630_13730_03-02-2022_1	-37.803501	145.159156	100	4.08	10640	431	86074	1871	71	11	978	10640	431	0.38
5307_F_5900_6000_43832_01-06-2019_1	-37.869226	145.148897	100	3.3	13481	787	5307_F_5900_6000_18-01-2022_1	-37.869152	145.148902	100	3.45	13481	787	86297	2196.3	61	11	962	13481	787	0.15
5307_F_12030_12130_43832_01-06-2019_1	-37.817712	145.156301	100	5.1	7958	322	5307_F_12030_12130_03-02-2022_1	-37.817754	145.156278	100	6.11	7958	322	86074	1871	71	11	978	7958	322	1.01
5307_F_6300_6400_43832_01-06-2019_1	-37.865677	145.149586	100	5.7	13481	787	5307_F_6300_6400_18-01-2022_1	-37.865597	145.149578	100	6.47	13481	787	86297	2196.3	61	11	962	13481	787	0.77
5307_F_7400_7500_43832_01-06-2019_1	-37.855862	145.151303	100	3.6	11560	674	5307_F_7400_7500_18-01-2022_1	-37.855769	145.151302	100	3.97	11560	674	86297	2196.3	61	11	962	11560	674	0.37
5307_F_5700_5800_43832_01-06-2019_1	-37.871013	145.148554	100	1.5	13481	787	5307_F_5700_5800_18-01-2022_1	-37.870934	145.148559	100	1.71	13481	787	86297	2196.3	61	11	962	13481	787	0.21
5307_F_17530_17630_43832_01-06-2019_1	-37.768671	145.165608	100	2.9	12428.6436781609	725.057471264368	5307_F_17530_17630_03-02-2022_1	-37.76876	145.165582	100	3.08	12428.6436781609	725.057471264368	86362	903.7	71	11	978	12428.6436781609	725.057471264368	0.18
5307_F_2900_3000_43832_01-06-2019_1	-37.89595	145.143789	100	5.1	13651	1078	5307_F_2900_3000_18-01-2022_1	-37.895858	145.143789	100	5.19	13651	1078	86297	2196.3	61	11	962	13651	1078	0.0900000000000007
5307_F_16030_16130_43832_01-06-2019_1	-37.782077	145.163194	100	3.8	9890	577	5307_F_16030_16130_03-02-2022_1	-37.78214	145.163167	100	4.17	9890	577	86362	903.7	71	11	978	9890	577	0.37
5307_F_900_1000_43832_01-06-2019_1	-37.913756	145.140484	100	3.2	17904	1511	5307_F_900_1000_18-01-2022_1	-37.91367	145.14043	100	4.45	17904	1511	86088	2229	61	11	962	17904	1511	1.25
5307_F_8600_8700_43832_01-06-2019_1	-37.845417	145.154264	100	2.3	9113	236	5307_F_8600_8700_18-01-2022_1	-37.845352	145.154294	100	2.33	9113	236	86074	1863.2	61	11	962	9113	236	0.0300000000000002
5307_F_15630_15730_43832_01-06-2019_1	-37.785655	145.162586	100	4.1	12975	473	5307_F_15630_15730_03-02-2022_1	-37.785706	145.162565	100	6.03	12975	473	86362	903.7	71	11	978	12975	473	1.93
5307_F_1700_1800_43832_01-06-2019_1	-37.90664	145.141846	100	3.3	17904	1511	5307_F_1700_1800_18-01-2022_1	-37.90656	145.14185	100	3.56	17904	1511	86088	2229	61	11	962	17904	1511	0.26
5307_F_5800_5900_43832_01-06-2019_1	-37.87012	145.148726	100	3.8	13481	787	5307_F_5800_5900_18-01-2022_1	-37.870043	145.148729	100	4.33	13481	787	86297	2196.3	61	11	962	13481	787	0.53
5307_F_2600_2700_43832_01-06-2019_1	-37.898621	145.143303	100	2.3	13651	1078	5307_F_2600_2700_18-01-2022_1	-37.898532	145.143305	100	2.47	13651	1078	86297	2196.3	61	11	962	13651	1078	0.17
5307_F_8900_9000_43832_01-06-2019_1	-37.842794	145.154938	100	2.3	9113	236	5307_F_8900_9000_18-01-2022_1	-37.842713	145.154943	100	2.56	9113	236	86074	1863.2	61	11	962	9113	236	0.26
5307_F_5500_5600_43832_01-06-2019_1	-37.872789	145.148211	100	4.9	13960	815	5307_F_5500_5600_18-01-2022_1	-37.872717	145.148222	100	5.44	13960	815	86297	2196.3	61	11	962	13960	815	0.54
5307_F_800_900_43832_01-06-2019_1	-37.914646	145.140317	100	2.7	17904	1511	5307_F_800_900_18-01-2022_1	-37.914562	145.140274	100	3.77	17904	1511	86088	2229	61	11	962	17904	1511	1.07
5307_F_2700_2800_43832_01-06-2019_1	-37.897732	145.143465	100	2.1	13651	1078	5307_F_2700_2800_18-01-2022_1	-37.897641	145.143469	100	2.2	13651	1078	86297	2196.3	61	11	962	13651	1078	0.1
5307_F_17130_17230_43832_01-06-2019_1	-37.772251	145.164961	100	4.3	12428.6436781609	725.057471264368	5307_F_17130_17230_03-02-2022_1	-37.772325	145.164926	100	4.42	12428.6436781609	725.057471264368	86362	903.7	71	11	978	12428.6436781609	725.057471264368	0.12
5307_F_4400_4500_43832_01-06-2019_1	-37.882593	145.14637	100	2.8	13960	815	5307_F_4400_4500_18-01-2022_1	-37.882515	145.146372	100	3.07	13960	815	86297	2196.3	61	11	962	13960	815	0.27
5307_F_4000_4100_43832_01-06-2019_1	-37.886152	145.1457	100	2.9	13960	815	5307_F_4000_4100_18-01-2022_1	-37.886061	145.145706	100	3.08	13960	815	86297	2196.3	61	11	962	13960	815	0.18
5307_F_16130_16230_43832_01-06-2019_1	-37.781183	145.163356	100	2.6	9890	577	5307_F_16130_16230_03-02-2022_1	-37.781249	145.16333	100	2.73	9890	577	86362	903.7	71	11	978	9890	577	0.13
5307_F_700_800_43832_01-06-2019_1	-37.915534	145.140137	100	2.7	17904	1511	5307_F_700_800_18-01-2022_1	-37.915456	145.140137	100	3.85	17904	1511	86088	2229	61	11	962	17904	1511	1.15
5307_F_5300_5400_43832_01-06-2019_1	-37.87459	145.14788	100	3.1	13960	815	5307_F_5300_5400_18-01-2022_1	-37.874493	145.147884	100	3.46	13960	815	86297	2196.3	61	11	962	13960	815	0.36
5307_F_2800_2900_43832_01-06-2019_1	-37.896845	145.143631	100	3.1	13651	1078	5307_F_2800_2900_18-01-2022_1	-37.896751	145.143632	100	3.37	13651	1078	86297	2196.3	61	11	962	13651	1078	0.27
5307_F_11000_11100_43832_01-06-2019_1	-37.824761	145.152269	100	2.6	9159	237	5307_F_11000_11100_18-01-2022_1	-37.824698	145.152251	100	3.01	9159	237	86074	1863.2	61	11	962	9159	237	0.41
5307_F_16530_16630_43832_01-06-2019_1	-37.777608	145.163918	100	3	9762	569	5307_F_16530_16630_03-02-2022_1	-37.777671	145.163886	100	3.71	9762	569	86362	903.7	71	11	978	9762	569	0.71
5307_F_8000_8100_43832_01-06-2019_1	-37.850505	145.152334	100	2.4	10488	612	5307_F_8000_8100_18-01-2022_1	-37.850424	145.152336	100	3.12	10488	612	86297	2196.3	61	11	962	10488	612	0.72
5307_F_9600_9700_43832_01-06-2019_1	-37.836553	145.156022	100	2	9113	236	5307_F_9600_9700_18-01-2022_1	-37.836464	145.156013	100	2.14	9113	236	86074	1863.2	61	11	962	9113	236	0.14
5307_F_15230_15330_43832_01-06-2019_1	-37.789209	145.161856	100	5	12975	473	5307_F_15230_15330_03-02-2022_1	-37.789265	145.161833	100	5.61	12975	473	86362	903.7	71	11	978	12975	473	0.61
5307_F_6200_6300_43832_01-06-2019_1	-37.866564	145.149411	100	6.4	13481	787	5307_F_6200_6300_18-01-2022_1	-37.866491	145.149408	100	7.6	13481	787	86297	2196.3	61	11	962	13481	787	1.2
5307_F_4300_4400_43832_01-06-2019_1	-37.883467	145.146213	100	3.5	13960	815	5307_F_4300_4400_18-01-2022_1	-37.883396	145.146209	100	3.72	13960	815	86297	2196.3	61	11	962	13960	815	0.22
5307_F_16430_16530_43832_01-06-2019_1	-37.778503	145.163768	100	3.8	9890	577	5307_F_16430_16530_03-02-2022_1	-37.778566	145.163742	100	3.88	9890	577	86362	903.7	71	11	978	9890	577	0.0800000000000001
5307_F_4600_4700_43832_01-06-2019_1	-37.880835	145.146719	100	3.8	13960	815	5307_F_4600_4700_18-01-2022_1	-37.880734	145.146722	100	4.04	13960	815	86297	2196.3	61	11	962	13960	815	0.24
5307_F_2500_2600_43832_01-06-2019_1	-37.899512	145.143139	100	3	13651	1078	5307_F_2500_2600_18-01-2022_1	-37.899423	145.143136	100	3.23	13651	1078	86297	2196.3	61	11	962	13651	1078	0.23
5307_F_9500_9600_43832_01-06-2019_1	-37.837447	145.155874	100	1.7	9113	236	5307_F_9500_9600_18-01-2022_1	-37.837358	145.15587	100	1.94	9113	236	86074	1863.2	61	11	962	9113	236	0.24
5307_F_5200_5300_43832_01-06-2019_1	-37.875483	145.147717	100	4.5	13960	815	5307_F_5200_5300_18-01-2022_1	-37.875381	145.147723	100	4.92	13960	815	86297	2196.3	61	11	962	13960	815	0.42
5307_R_8788_8888_43843_01-06-2019_1	-37.838925	145.155779	100	1.8	10488	612	5307_R_8788_8888_04-02-2022_1	-37.83877	145.155826	100	1.87	10488	612	86074	1871	71	11	979	10488	612	0.0700000000000001
5307_R_15688_15788_43843_01-06-2019_1	-37.90008	145.14327	100	3.9	12158	1026	5307_R_15688_15788_04-02-2022_1	-37.900159	145.143268	100	4.34	12158	1026	86297	2206	71	11	979	12158	1026	0.44
5307_R_9888_9988_43843_01-06-2019_1	-37.84844	145.152897	100	3	13284	775	5307_R_9888_9988_04-02-2022_1	-37.848306	145.152942	100	3.23	13284	775	86297	2206	71	11	979	13284	775	0.23
5307_R_10688_10788_43843_01-06-2019_1	-37.855545	145.151523	100	2.4	13284	775	5307_R_10688_10788_04-02-2022_1	-37.855433	145.151556	100	2.51	13284	775	86297	2206	71	11	979	13284	775	0.11
5307_R_10488_10588_43843_01-06-2019_1	-37.853763	145.15182	100	2.1	13284	775	5307_R_10488_10588_04-02-2022_1	-37.85364	145.151861	100	2.74	13284	775	86297	2206	71	11	979	13284	775	0.64
5307_R_9588_9688_43843_01-06-2019_1	-37.84595	145.154038	100	1.1	12994	758	5307_R_9588_9688_04-02-2022_1	-37.845835	145.154187	100	1.21	12994	758	86074	1871	71	11	979	12994	758	0.11
5307_R_2308_2408_43832_01-06-2019_1	-37.784076	145.162988	100	3.6	10995	575	5307_R_2308_2408_08-02-2022_1	-37.784228	145.162978	100	4.16	10995	575	86362	903.7	72	11	983	10995	575	0.56
5307_R_4227_4327_43832_01-06-2019_1	-37.801224	145.159785	100	3.5	5167	209	5307_R_4227_4327_08-02-2022_1	-37.801259	145.159798	100	3.74	5167	209	86074	1871	72	11	983	5167	209	0.24
5307_R_14488_14588_43843_01-06-2019_1	-37.889414	145.145316	100	1.7	12158	1026	5307_R_14488_14588_04-02-2022_1	-37.889447	145.145322	100	1.72	12158	1026	86297	2206	71	11	979	12158	1026	0.02
5307_R_2608_2708_43832_01-06-2019_1	-37.786759	145.162526	100	4.4	10995	575	5307_R_2608_2708_08-02-2022_1	-37.786937	145.162506	100	4.47	10995	575	86362	903.7	72	11	983	10995	575	0.0699999999999994
5307_R_9088_9188_43843_01-06-2019_1	-37.841598	145.155307	100	3.1	12994	758	5307_R_9088_9188_04-02-2022_1	-37.841449	145.155358	100	3.84	12994	758	86074	1871	71	11	979	12994	758	0.74
5307_R_16288_16388_43843_01-06-2019_1	-37.905414	145.14234	100	2	13637	1224	5307_R_16288_16388_04-02-2022_1	-37.905526	145.142329	100	2.09	13637	1224	86088	2239.6	71	11	979	13637	1224	0.0899999999999999
5307_R_17688_17788_43843_01-06-2019_1	-37.917873	145.139929	100	1.1	12125.0476190476	1300	5307_R_17688_17788_04-02-2022_1	-37.918006	145.139919	100	1.31	12125.0476190476	1300	86088	2239.6	71	11	979	12125.0476190476	1300	0.21
5307_R_9188_9288_43843_01-06-2019_1	-37.842491	145.155144	100	1.8	12994	758	5307_R_9188_9288_04-02-2022_1	-37.842349	145.155193	100	2.47	12994	758	86074	1871	71	11	979	12994	758	0.67
5307_R_8988_9088_43843_01-06-2019_1	-37.840707	145.155472	100	3.3	10488	612	5307_R_8988_9088_04-02-2022_1	-37.840559	145.155522	100	3.79	10488	612	86074	1871	71	11	979	10488	612	0.49
5307_R_10788_10888_43843_01-06-2019_1	-37.856439	145.151375	100	1.9	13284	775	5307_R_10788_10888_04-02-2022_1	-37.856331	145.151406	100	2.28	13284	775	86297	2206	71	11	979	13284	775	0.38
5307_R_2508_2608_43832_01-06-2019_1	-37.785868	145.1627	100	3	10995	575	5307_R_2508_2608_08-02-2022_1	-37.786034	145.162675	100	3.08	10995	575	86362	903.7	72	11	983	10995	575	0.0800000000000001
5307_R_14688_14788_43843_01-06-2019_1	-37.891177	145.144922	100	2.6	12158	1026	5307_R_14688_14788_04-02-2022_1	-37.891226	145.144917	100	2.7	12158	1026	86297	2206	71	11	979	12158	1026	0.1
5307_R_17488_17588_43843_01-06-2019_1	-37.916087	145.140271	100	2.3	12125.0476190476	1300	5307_R_17488_17588_04-02-2022_1	-37.916214	145.140248	100	2.43	12125.0476190476	1300	86088	2239.6	71	11	979	12125.0476190476	1300	0.13
5307_R_1708_1808_43832_01-06-2019_1	-37.778705	145.16392	100	1.9	10995	575	5307_R_1708_1808_08-02-2022_1	-37.778797	145.163914	100	2.09	10995	575	86362	903.7	72	11	983	10995	575	0.19
5307_R_17588_17688_43843_01-06-2019_1	-37.916977	145.140102	100	1.5	12125.0476190476	1300	5307_R_17588_17688_04-02-2022_1	-37.917112	145.140085	100	1.59	12125.0476190476	1300	86088	2239.6	71	11	979	12125.0476190476	1300	0.0900000000000001
5307_R_1908_2008_43832_01-06-2019_1	-37.780495	145.163629	100	2	10995	575	5307_R_1908_2008_08-02-2022_1	-37.780617	145.16362	100	2.01	10995	575	86362	903.7	72	11	983	10995	575	0.00999999999999979
5307_R_1808_1908_43832_01-06-2019_1	-37.779601	145.163779	100	3.9	10995	575	5307_R_1808_1908_08-02-2022_1	-37.779714	145.163774	100	4.11	10995	575	86362	903.7	72	11	983	10995	575	0.21
5307_R_1508_1608_43832_01-06-2019_1	-37.776916	145.164225	100	4.6	9979	522	5307_R_1508_1608_08-02-2022_1	-37.776982	145.164223	100	4.87	9979	522	86362	903.7	72	11	983	9979	522	0.27
5307_R_17888_17988_43843_01-06-2019_1	-37.919655	145.139589	100	4.5	12125.0476190476	1300	5307_R_17888_17988_04-02-2022_1	-37.919797	145.139601	100	4.67	12125.0476190476	1300	86088	2239.6	71	11	979	12125.0476190476	1300	0.17
5307_R_1608_1708_43832_01-06-2019_1	-37.777811	145.164079	100	3.4	10995	575	5307_R_1608_1708_08-02-2022_1	-37.777891	145.164074	100	3.56	10995	575	86362	903.7	72	11	983	10995	575	0.16
5307_R_14288_14388_43843_01-06-2019_1	-37.887642	145.145653	100	2.1	16264	1284	5307_R_14288_14388_04-02-2022_1	-37.88767	145.145662	100	2.19	16264	1284	86297	2206	71	11	979	16264	1284	0.0899999999999999
5307_R_15388_15488_43843_01-06-2019_1	-37.897412	145.143761	100	1.9	12158	1026	5307_R_15388_15488_04-02-2022_1	-37.89748	145.143758	100	2.14	12158	1026	86297	2206	71	11	979	12158	1026	0.24
5307_R_2108_2208_43832_01-06-2019_1	-37.782291	145.163331	100	1.4	10995	575	5307_R_2108_2208_08-02-2022_1	-37.782421	145.163318	100	1.76	10995	575	86362	903.7	72	11	983	10995	575	0.36
5307_R_2208_2308_43832_01-06-2019_1	-37.783185	145.163168	100	3.7	10995	575	5307_R_2208_2308_08-02-2022_1	-37.783324	145.16314	100	3.73	10995	575	86362	903.7	72	11	983	10995	575	0.0299999999999998
5307_R_16488_16588_43843_01-06-2019_1	-37.90719	145.14197	100	2.1	13637	1224	5307_R_16488_16588_04-02-2022_1	-37.907296	145.141948	100	2.19	13637	1224	86088	2239.6	71	11	979	13637	1224	0.0899999999999999
5307_R_14988_15088_43843_01-06-2019_1	-37.893847	145.144433	100	2.3	12158	1026	5307_R_14988_15088_04-02-2022_1	-37.893916	145.144429	100	2.41	12158	1026	86297	2206	71	11	979	12158	1026	0.11
5307_R_9788_9888_43843_01-06-2019_1	-37.84755	145.15307	100	2.1	12994	758	5307_R_9788_9888_04-02-2022_1	-37.847412	145.153124	100	2.24	12994	758	86297	2206	71	11	979	12994	758	0.14
5307_R_10388_10488_43843_01-06-2019_1	-37.85288	145.152037	100	3.8	13284	775	5307_R_10388_10488_04-02-2022_1	-37.852752	145.152086	100	3.85	13284	775	86297	2206	71	11	979	13284	775	0.0500000000000003
5307_R_15288_15388_43843_01-06-2019_1	-37.896522	145.143922	100	2.2	12158	1026	5307_R_15288_15388_04-02-2022_1	-37.896587	145.143922	100	2.3	12158	1026	86297	2206	71	11	979	12158	1026	0.0999999999999996
5307_R_16788_16888_43843_01-06-2019_1	-37.909858	145.141461	100	2.9	13637	1224	5307_R_16788_16888_04-02-2022_1	-37.909975	145.141445	100	2.95	13637	1224	86088	2239.6	71	11	979	13637	1224	0.0500000000000003
5307_R_8588_8688_43843_01-06-2019_1	-37.83714	145.156072	100	1.7	10488	612	5307_R_8588_8688_04-02-2022_1	-37.836976	145.15612	100	2.05	10488	612	86074	1871	71	11	979	10488	612	0.35
5307_R_16888_16988_43843_01-06-2019_1	-37.910747	145.141288	100	2.5	12125.0476190476	1200	5307_R_16888_16988_04-02-2022_1	-37.910865	145.141277	100	2.71	12125.0476190476	1200	86088	2239.6	71	11	979	12125.0476190476	1200	0.21
5307_R_10888_10988_43843_01-06-2019_1	-37.857336	145.151224	100	2.2	13284	775	5307_R_10888_10988_04-02-2022_1	-37.857225	145.151254	100	2.24	13284	775	86297	2206	71	11	979	13284	775	0.04
5307_R_14388_14488_43843_01-06-2019_1	-37.88853	145.145493	100	2	16264	1284	5307_R_14388_14488_04-02-2022_1	-37.888564	145.1455	100	2.13	16264	1284	86297	2206	71	11	979	16264	1284	0.13
5307_R_16988_17088_43843_01-06-2019_1	-37.911636	145.141121	100	2.1	12125.0476190476	1200	5307_R_16988_17088_04-02-2022_1	-37.911757	145.14111	100	3.12	12125.0476190476	1200	86088	2239.6	71	11	979	12125.0476190476	1200	1.02
5307_R_9988_10088_43843_01-06-2019_1	-37.84933	145.152722	100	1.6	13284	775	5307_R_9988_10088_04-02-2022_1	-37.849193	145.152768	100	1.91	13284	775	86297	2206	71	11	979	13284	775	0.31
5307_R_9388_9488_43843_01-06-2019_1	-37.84428	145.154825	100	2	12994	758	5307_R_9388_9488_04-02-2022_1	-37.844141	145.154882	100	2.8	12994	758	86074	1871	71	11	979	12994	758	0.8
5307_R_8888_8988_43843_01-06-2019_1	-37.839816	145.155632	100	2.8	10488	612	5307_R_8888_8988_04-02-2022_1	-37.839665	145.155679	100	2.97	10488	612	86074	1871	71	11	979	10488	612	0.17
5307_R_17188_17288_43843_01-06-2019_1	-37.913423	145.140777	100	1.7	12125.0476190476	1200	5307_R_17188_17288_04-02-2022_1	-37.913538	145.140768	100	2.47	12125.0476190476	1200	86088	2239.6	71	11	979	12125.0476190476	1200	0.77
5307_R_17088_17188_43843_01-06-2019_1	-37.91253	145.140948	100	1.6	12125.0476190476	1200	5307_R_17088_17188_04-02-2022_1	-37.912649	145.140937	100	2.24	12125.0476190476	1200	86088	2239.6	71	11	979	12125.0476190476	1200	0.64
5307_R_8688_8788_43843_01-06-2019_1	-37.838033	145.155925	100	1.7	10488	612	5307_R_8688_8788_04-02-2022_1	-37.837876	145.155973	100	1.97	10488	612	86074	1871	71	11	979	10488	612	0.27
5307_R_8088_8188_43843_01-06-2019_1	-37.832684	145.156527	100	4.9	12924	335	5307_R_8088_8188_04-02-2022_1	-37.832527	145.156444	100	5.1	12924	335	86074	1871	71	11	979	12924	335	0.199999999999999
5307_R_15088_15188_43843_01-06-2019_1	-37.894736	145.144282	100	2.2	12158	1026	5307_R_15088_15188_04-02-2022_1	-37.89481	145.144279	100	2.44	12158	1026	86297	2206	71	11	979	12158	1026	0.24
5307_R_17388_17488_43843_01-06-2019_1	-37.915199	145.140443	100	1.7	12125.0476190476	1200	5307_R_17388_17488_04-02-2022_1	-37.915321	145.140424	100	2.92	12125.0476190476	1200	86088	2239.6	71	11	979	12125.0476190476	1200	1.22
5307_R_10988_11088_43843_01-06-2019_1	-37.858232	145.151064	100	2.4	13284	775	5307_R_10988_11088_04-02-2022_1	-37.858119	145.151101	100	2.56	13284	775	86297	2206	71	11	979	13284	775	0.16
5308_F_3000_3100_43832_01-06-2019_1	-37.918781	145.186881	100	2.4	6100	114	5308_F_3000_3100_06-01-2022_1	-37.91877	145.186907	100	2.48	6100	114	86111	1968.5	56	11	950	6100	114	0.0800000000000001
5308_F_600_700_43832_01-06-2019_1	-37.897422	145.190853	100	2.2	7310	137	5308_F_600_700_06-01-2022_1	-37.897438	145.190866	100	2.35	7310	137	86303	2486.8	56	11	950	7310	137	0.15
5308_F_1700_1800_43832_01-06-2019_1	-37.907191	145.189076	100	2.4	6100	114	5308_F_1700_1800_06-01-2022_1	-37.907206	145.189089	100	2.47	6100	114	86303	2486.8	56	11	950	6100	114	0.0700000000000003
5308_F_100_200_43832_01-06-2019_1	-37.892985	145.191656	100	2.2	7310	137	5308_F_100_200_06-01-2022_1	-37.892999	145.191673	100	2.34	7310	137	86303	2486.8	56	11	950	7310	137	0.14
5308_F_1500_1600_43832_01-06-2019_1	-37.905415	145.189377	100	3.2	7310	137	5308_F_1500_1600_06-01-2022_1	-37.905428	145.189388	100	3.75	7310	137	86303	2486.8	56	11	950	7310	137	0.55
5308_F_300_400_43832_01-06-2019_1	-37.894757	145.191333	100	2.4	7310	137	5308_F_300_400_06-01-2022_1	-37.894774	145.191348	100	2.56	7310	137	86303	2486.8	56	11	950	7310	137	0.16
